artist,song,duration_ms,duration_min,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,primary_genre,secondary_genre,tertiary_genre,
Mariah Carey,It's Like That,203360,3.39,FALSE,2005,0,0.8,0.633,8,-4.875,minor,0.0514,0.0901,0,0.0315,0.836,95.953,pop, r&b,,
Black Eyed Peas,My Humps,326960,5.45,FALSE,2005,67,0.802,0.682,1,-5.924,minor,0.222,0.111,1.39E-05,0.109,0.586,123.95,hip hop, pop,,
Ciara,Oh (feat. Ludacris),256346,4.27,FALSE,2004,61,0.8,0.496,7,-7.135,major,0.0506,0.000298,0,0.0697,0.357,128.29,pop, r&b,,
50 Cent,Outta Control - Remix,247506,4.13,TRUE,2005,60,0.772,0.599,8,-5.996,minor,0.246,0.0277,0,0.0839,0.557,92.029,hip hop, pop,,
Baby Bash,"Baby, I'm Back",219920,3.67,TRUE,2005,4,0.899,0.365,9,-5.461,minor,0.105,0.0508,0,0.097,0.749,100.01,hip hop, pop, r&b, latin
Jennifer Lopez,Get Right,225533,3.76,FALSE,2005,65,0.741,0.759,0,-5.096,minor,0.12,0.0218,0,0.628,0.362,97.084,hip hop, pop, r&b,
JAY-Z,Numb / Encore,205733,3.43,TRUE,2004,76,0.687,0.793,2,-4.254,major,0.166,0.0603,0,0.582,0.751,107.045,hip hop,,,
The Game,Hate It Or Love It,206400,3.44,TRUE,2005,77,0.802,0.785,9,-4.781,major,0.207,0.14,0,0.123,0.435,99.998,hip hop, pop,,
Gorillaz,Feel Good Inc.,222640,3.71,FALSE,2005,82,0.818,0.705,6,-6.679,major,0.177,0.00836,0.00233,0.613,0.772,138.559,hip hop,,,
Black Eyed Peas,Don't Phunk With My Heart,239773,4.00,FALSE,2005,62,0.69,0.928,5,-2.76,minor,0.061,0.00937,0,0.547,0.604,130.889,hip hop, pop,,
Akon,Lonely,235800,3.93,TRUE,2004,21,0.629,0.532,5,-7.88,minor,0.0352,0.331,0,0.238,0.619,90.098,pop,,,
Bodyrockers,I Like The Way - Radio Edit,200053,3.33,FALSE,2005,54,0.642,0.851,6,-3.638,major,0.0431,0.0248,0.0146,0.084,0.777,127.988,rock, dance/electronic,,
Sugababes,Push The Button,218093,3.63,FALSE,2005,64,0.962,0.66,8,-5.096,major,0.061,0.0485,0,0.076,0.814,126.016,pop, r&b,,
Jeezy,Soul Survivor,280013,4.67,TRUE,2005,55,0.684,0.493,10,-7.728,major,0.0459,0.000839,0,0.157,0.08,84.03,hip hop, pop,,
Eminem,Mockingbird,250760,4.18,TRUE,2004,77,0.637,0.678,0,-3.798,major,0.266,0.209,0,0.156,0.254,84.039,hip hop,,,
Shakira,La Tortura (feat. Alejandro Sanz),212893,3.55,FALSE,2005,72,0.74,0.783,0,-5.367,major,0.0427,0.0297,0.000308,0.123,0.812,100.011,pop, latin,,
Gorillaz,DARE,244999,4.08,FALSE,2005,73,0.76,0.891,11,-5.852,minor,0.0372,0.0229,0.0869,0.298,0.966,120.264,hip hop,,,
Snoop Dogg,Signs,236813,3.95,TRUE,2004,54,0.94,0.713,7,-5.308,major,0.127,0.0319,0.00076,0.325,0.666,112.955,hip hop, pop,,
Robbie Williams,Tripping,276603,4.61,FALSE,2005,58,0.666,0.922,2,-4.458,minor,0.0429,0.0381,0.000191,0.0633,0.828,118.014,pop, rock,,
David Banner,Play,230133,3.84,TRUE,2005,52,0.837,0.658,1,-8.013,minor,0.126,0.000213,0.122,0.243,0.586,95.027,hip hop, pop,,
Trillville,Some Cut,283454,4.72,TRUE,2004,50,0.9,0.515,1,-6.626,major,0.372,0.00341,0,0.111,0.659,84.995,hip hop, pop,,
D4L,Laffy Taffy,224253,3.74,TRUE,2005,63,0.891,0.439,7,-7.994,minor,0.428,0.0351,0,0.0932,0.622,77.499,hip hop, pop,,
Missy Elliott,Lose Control (feat. Ciara & Fat Man Scoop),226863,3.78,TRUE,2005,67,0.904,0.813,4,-7.105,minor,0.121,0.0311,0.00697,0.0471,0.81,125.461,hip hop, pop, r&b,
Rob Thomas,Lonely No More,226640,3.78,FALSE,2005,56,0.551,0.896,9,-3.152,minor,0.109,0.033,0,0.0899,0.858,171.79,pop, folk/acoustic,,
Brian McFadden,Almost Here,229826,3.83,FALSE,2004,42,0.561,0.452,9,-7.324,minor,0.0336,0.409,0,0.106,0.316,77.984,pop,,,
Bobby V.,"Slow Down - 12"" Version",258666,4.31,FALSE,2005,65,0.568,0.732,11,-4.896,minor,0.103,0.179,4.92E-06,0.401,0.626,186.048,hip hop, pop, r&b,
Backstreet Boys,Incomplete,239586,3.99,FALSE,2005,63,0.437,0.589,4,-4.834,major,0.0331,0.231,0,0.0768,0.165,133.631,pop,,,
Pretty Ricky,Grind With Me,237733,3.96,TRUE,2005,63,0.7,0.538,1,-5.952,major,0.045,0.000204,0,0.105,0.189,136.518,hip hop, pop, r&b,
Kanye West,Diamonds From Sierra Leone - Remix,233400,3.89,TRUE,2005,61,0.672,0.814,7,-3.768,major,0.27,0.258,0,0.164,0.379,97.043,hip hop,,,
Snoop Dogg,Drop It Like It's Hot,266066,4.43,TRUE,2004,39,0.892,0.628,1,-3.832,major,0.216,0.169,0,0.102,0.676,92.063,hip hop, pop,,
Fat Joe,Get It Poppin' (feat. Nelly) - Radio Version,211320,3.52,FALSE,2005,41,0.905,0.55,1,-7.558,major,0.372,0.0628,0,0.0644,0.52,100.813,hip hop, pop,,
Destiny's Child,Soldier (feat. T.I. & Lil' Wayne),325573,5.43,FALSE,2004,63,0.878,0.417,7,-6.799,major,0.361,0.0444,0,0.0833,0.904,77.49,pop, r&b,,
Ciara,"1, 2 Step (feat. Missy Elliott) - Main",202213,3.37,FALSE,2005,52,0.939,0.498,5,-10.94,minor,0.161,0.0444,0.00128,0.0475,0.801,113.053,pop, r&b,,
Amerie,1 Thing,238746,3.98,FALSE,2008,52,0.636,0.946,10,-4.683,minor,0.332,0.115,3.75E-05,0.0416,0.891,125.085,hip hop, pop, r&b,
Ludacris,Get Back,270746,4.51,TRUE,2004,59,0.555,0.639,1,-5.16,major,0.263,0.0594,0,0.118,0.184,171.609,hip hop, pop,,
Franz Ferdinand,Do You Want To,215000,3.58,FALSE,2005,61,0.412,0.944,0,-2.896,major,0.0448,0.0724,0.000493,0.801,0.79,123.091,rock,,,
Natalie Imbruglia,Shiver,222653,3.71,FALSE,2005,52,0.489,0.798,1,-4.49,major,0.0316,0.00115,2.81E-06,0.149,0.309,94.163,pop, folk/acoustic,,
Gwen Stefani,Hollaback Girl,199853,3.33,TRUE,2004,69,0.926,0.916,10,-2.221,minor,0.0929,0.35,6.17E-06,0.0234,0.904,110.007,pop, r&b,,
Pretty Ricky,Your Body,240040,4.00,TRUE,2005,59,0.838,0.594,4,-5.695,minor,0.113,0.176,0,0.0867,0.507,90.038,hip hop, pop, r&b,
Thirty Seconds To Mars,The Kill,231533,3.86,FALSE,2005,74,0.179,0.912,4,-3.881,minor,0.0791,0.0014,0.000294,0.582,0.289,182.99,rock,,,
Alicia Keys,Karma,256000,4.27,FALSE,2003,50,0.727,0.736,10,-6.203,major,0.0615,0.0743,0.00311,0.0348,0.687,85.098,pop, r&b,,
2Pac,Ghetto Gospel,238053,3.97,TRUE,2004,68,0.794,0.614,5,-5.352,minor,0.0467,0.0964,0,0.0788,0.663,80.569,hip hop,,,
Craig David,Don't Love You No More (I'm Sorry),243986,4.07,FALSE,2005,56,0.636,0.558,7,-7.076,major,0.0245,0.462,0,0.062,0.572,100.113,hip hop, pop, r&b,
Katie Melua,Nine Million Bicycles,197160,3.29,FALSE,2005,60,0.534,0.247,0,-15.636,major,0.0322,0.516,0.00859,0.122,0.344,82.168,pop, easy listening, jazz,
Lil Jon & The East Side Boyz,Lovers And Friends,260600,4.34,TRUE,2004,66,0.675,0.501,10,-6.183,major,0.22,0.0541,0,0.429,0.532,139.861,hip hop, pop,,
Mariah Carey,Don't Forget About Us - Radio Edit,233866,3.90,FALSE,2005,0,0.7,0.529,10,-6.816,minor,0.0395,0.0422,0,0.101,0.386,143.555,pop, r&b,,
Ying Yang Twins,Wait (The Whisper Song),179160,2.99,TRUE,2005,57,0.933,0.513,7,-13.203,major,0.347,0.00112,0.00248,0.107,0.595,102.017,hip hop, pop,,
Bow Wow,Like You (feat. Ciara),205840,3.43,FALSE,2005,66,0.714,0.6,6,-8.365,major,0.0876,0.0465,0,0.0646,0.504,82.017,hip hop, pop, r&b,
Kaiser Chiefs,Everyday I Love You Less And Less,217706,3.63,FALSE,2005,58,0.49,0.956,1,-4.556,minor,0.0407,0.00466,6.15E-06,0.242,0.577,160.028,rock,,,
Kelly Clarkson,Behind These Hazel Eyes,198973,3.32,FALSE,2004,59,0.548,0.889,9,-4.682,major,0.0382,0.00165,0.00109,0.197,0.425,90.048,pop, r&b,,
Black Eyed Peas,Don't Lie,219000,3.65,FALSE,2005,61,0.662,0.785,9,-5.299,major,0.186,0.16,0,0.0784,0.604,89.885,hip hop, pop,,
Westlife,You Raise Me Up,241066,4.02,FALSE,2005,1,0.129,0.358,10,-6.596,major,0.0314,0.631,0,0.0886,0.172,75.048,pop,,,
Ray J,One Wish,337640,5.63,FALSE,2005,62,0.525,0.652,5,-7.042,minor,0.28,0.278,0,0.339,0.602,127.673,hip hop, pop, r&b,
Papa Roach,Scars,208199,3.47,FALSE,2004,60,0.455,0.929,11,-3.295,major,0.0494,0.0875,0,0.226,0.484,89.782,rock, metal,,
Arctic Monkeys,I Bet You Look Good On The Dancefloor,173680,2.89,FALSE,2006,71,0.535,0.948,6,-4.19,minor,0.0356,0.00225,0,0.376,0.778,103.183,rock,,,
Shayne Ward,That's My Goal,219600,3.66,FALSE,2006,1,0.286,0.508,2,-5.966,major,0.0336,0.372,0,0.27,0.14,68.637,pop,,,
Bow Wow,Let Me Hold You (feat. Omarion),248493,4.14,FALSE,2005,62,0.815,0.662,6,-8.244,major,0.199,0.0915,0.000409,0.0898,0.611,151.518,hip hop, pop, r&b,
Kaiser Chiefs,I Predict A Riot,233186,3.89,FALSE,2005,63,0.395,0.979,8,-3.241,major,0.0766,0.0243,0,0.12,0.41,158.842,rock,,,
Usher,Caught Up,224640,3.74,FALSE,2004,61,0.817,0.806,6,-4.606,major,0.0623,0.027,9.00E-06,0.119,0.805,110.086,hip hop, pop, r&b,
Kelly Clarkson,Because of You,219493,3.66,FALSE,2004,71,0.587,0.583,5,-5.284,minor,0.0313,0.248,0,0.124,0.15,139.92,pop, r&b,,
3 Doors Down,Let Me Go,243053,4.05,FALSE,2012,52,0.478,0.863,1,-4.914,minor,0.0387,0.0181,0,0.111,0.491,92.004,pop, rock, metal,
Nickelback,Photograph,258920,4.32,FALSE,2005,67,0.515,0.876,8,-3.756,major,0.0292,0.000932,0.000166,0.136,0.385,145.916,rock, metal,,
T-Pain,I'm Sprung,231040,3.85,FALSE,2005,0,0.722,0.329,0,-11.617,minor,0.108,0.088,0,0.081,0.166,99.991,hip hop, pop, r&b,
Destiny's Child,Cater 2 U,245400,4.09,FALSE,2004,58,0.605,0.584,11,-7.043,minor,0.197,0.286,0,0.235,0.464,125.802,pop, r&b,,
The Pussycat Dolls,Stickwitu,207506,3.46,FALSE,2005,67,0.548,0.554,9,-6.408,major,0.0587,0.283,0,0.0708,0.382,79.918,pop, r&b,,
Ryan Cabrera,TRUE,204173,3.40,FALSE,2004,62,0.598,0.4,6,-10.054,major,0.0241,0.459,0,0.151,0.369,96.938,pop,,,
Stereophonics,Dakota,297426,4.96,FALSE,2005,69,0.506,0.93,4,-3.499,major,0.0675,0.129,0.00682,0.0931,0.305,146.994,rock, pop,,
Eminem,Like Toy Soldiers,296880,4.95,TRUE,2004,67,0.52,0.768,8,-3.489,minor,0.359,0.0193,0.00034,0.104,0.398,79.178,hip hop,,,
Nelly,Over And Over,253933,4.23,TRUE,2004,61,0.644,0.517,7,-10.02,major,0.0803,0.0065,1.37E-06,0.158,0.464,169.799,hip hop, pop, r&b,
Coldplay,Speed of Sound,287906,4.80,FALSE,2005,69,0.514,0.898,11,-6.765,minor,0.0577,0.00488,0.0345,0.0746,0.353,123.067,rock, pop,,
KT Tunstall,Suddenly I See,201706,3.36,FALSE,2005,71,0.587,0.767,0,-5.713,major,0.0449,0.225,0,0.112,0.664,100.38,world/traditional, pop, folk/acoustic,
Destiny's Child,Girl,224146,3.74,FALSE,2004,55,0.567,0.747,6,-6.019,minor,0.105,0.31,0,0.04,0.556,89.036,pop, r&b,,
Kelly Clarkson,Since U Been Gone,188960,3.15,FALSE,2004,71,0.662,0.739,9,-5.354,minor,0.0322,0.00206,0.0603,0.113,0.382,130.999,pop, r&b,,
U2,Sometimes You Can't Make It On Your Own,305080,5.08,FALSE,2004,56,0.53,0.597,2,-5.652,major,0.0247,0.00275,0.473,0.105,0.346,96,world/traditional, rock,,
The All-American Rejects,Dirty Little Secret,193653,3.23,FALSE,2005,65,0.469,0.955,10,-4.253,major,0.0432,0.000343,1.35E-06,0.548,0.462,143.853,rock, pop,,
Toby Keith,As Good As I Once Was,227840,3.80,FALSE,2005,67,0.68,0.87,5,-4.461,major,0.0393,0.266,0,0.109,0.646,119.075,country,,,
Gwen Stefani,Cool,189333,3.16,FALSE,2004,59,0.709,0.721,2,-3.52,major,0.0281,0.0322,0.000309,0.355,0.801,112.019,pop, r&b,,
Foo Fighters,Best of You,255626,4.26,FALSE,2005,76,0.366,0.94,1,-5.119,minor,0.0696,0.000769,9.42E-05,0.188,0.369,130.198,rock, metal,,
Shakira,Hips Don't Lie (feat. Wyclef Jean),218093,3.63,FALSE,2005,82,0.778,0.824,10,-5.892,minor,0.0707,0.284,0,0.405,0.758,100.024,pop, latin,,
Sean Paul,Temperature,218573,3.64,FALSE,2005,78,0.951,0.6,0,-4.675,minor,0.0685,0.106,0,0.0712,0.822,125.04,hip hop, pop,,
Justin Timberlake,SexyBack (feat. Timbaland),242733,4.05,TRUE,2006,78,0.967,0.583,7,-5.562,minor,0.0789,0.0584,0,0.0519,0.964,117,pop,,,
Beyoncé,Irreplaceable,227853,3.80,FALSE,2007,70,0.447,0.694,7,-4.637,minor,0.382,0.0293,5.46E-06,0.167,0.509,175.868,pop, r&b,,
Amy Winehouse,Rehab,214946,3.58,FALSE,2006,71,0.407,0.558,0,-13.609,major,0.0552,0.0541,1.51E-06,0.34,0.777,71.815,r&b,,,
Rihanna,SOS,238920,3.98,FALSE,2006,73,0.677,0.671,7,-4.905,major,0.0361,0.004,5.07E-05,0.413,0.527,137.046,hip hop, pop, r&b,
Gnarls Barkley,Crazy,177466,2.96,FALSE,2006,74,0.855,0.587,8,-4.589,major,0.0336,0.0505,0.00714,0.105,0.64,111.97,hip hop, r&b,,
Busta Rhymes,Touch It,214960,3.58,TRUE,2006,61,0.658,0.551,1,-6.62,major,0.37,0.0043,0.000108,0.197,0.442,138.335,hip hop, pop,,
Nelly Furtado,Maneater,258893,4.31,FALSE,2006,79,0.796,0.777,6,-4.81,major,0.0397,0.0261,0.000358,0.121,0.787,132.722,hip hop, pop, latin,
Bob Sinclar,Rock This Party - Everybody Dance Now,245466,4.09,FALSE,2006,69,0.893,0.823,5,-3.708,minor,0.122,0.0714,0,0.0509,0.902,128.009,pop, dance/electronic,,
Diddy,Come to Me (feat. Nicole Scherzinger),276786,4.61,TRUE,2006,55,0.819,0.485,6,-6.45,minor,0.0756,0.0176,0,0.658,0.386,96.998,hip hop, pop,,
Madonna,Sorry,281880,4.70,FALSE,2005,61,0.589,0.877,0,-6.229,minor,0.046,0.00121,0.013,0.169,0.443,132.971,pop,,,
Chamillionaire,Ridin',303053,5.05,TRUE,2005,71,0.787,0.799,8,-4.68,minor,0.0993,0.189,0,0.3,0.835,143.052,hip hop, pop,,
Black Eyed Peas,Pump It,213066,3.55,FALSE,2005,75,0.648,0.931,1,-3.15,minor,0.181,0.00937,0,0.752,0.744,153.649,hip hop, pop,,
Nelly Furtado,Promiscuous,242293,4.04,FALSE,2006,82,0.808,0.97,10,-6.098,minor,0.0506,0.0569,6.13E-05,0.154,0.868,114.328,hip hop, pop, latin,
Fedde Le Grand,Put Your Hands Up for Detroit - Radio Edit,150533,2.51,FALSE,2015,39,0.814,0.923,7,-4.525,major,0.229,0.0154,0.154,0.0862,0.518,127.919,pop, dance/electronic,,
Sean Paul,(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version,243880,4.06,FALSE,2006,58,0.711,0.761,8,-3.04,major,0.225,0.067,0,0.041,0.718,95.824,hip hop, pop,,
The Pussycat Dolls,Buttons,225560,3.76,FALSE,2005,68,0.565,0.817,2,-4.338,major,0.27,0.152,0,0.247,0.477,210.851,pop, r&b,,
Ciara,Get Up (feat. Chamillionaire),261880,4.36,FALSE,2006,59,0.964,0.595,1,-6.887,minor,0.109,0.0248,5.14E-06,0.0405,0.629,128.593,pop, r&b,,
Eminem,Shake That,274440,4.57,TRUE,2005,74,0.963,0.643,1,-5.785,minor,0.117,0.0507,4.94E-05,0.157,0.534,107.005,hip hop,,,
Cherish,Do It To It,226293,3.77,FALSE,2006,65,0.826,0.67,2,-5.559,major,0.169,0.00798,0,0.495,0.794,74.007,hip hop, pop, r&b,
Muse,Supermassive Black Hole,212439,3.54,FALSE,2006,75,0.668,0.921,7,-3.727,major,0.0439,0.0492,0.00517,0.0877,0.782,120,rock,,,
Chris Brown,Gimme That,186826,3.11,FALSE,2005,63,0.678,0.572,11,-7.033,minor,0.0466,0.00374,6.59E-05,0.118,0.444,87.165,hip hop, pop, r&b,
Infernal,From Paris to Berlin,209666,3.49,FALSE,2004,57,0.741,0.869,9,-6.534,minor,0.0816,0.096,0,0.0396,0.839,126.069,pop,,,
Cassie,Me & U,192213,3.20,FALSE,2006,73,0.803,0.454,8,-4.802,minor,0.0294,0.352,0,0.0655,0.739,99.99,pop, r&b,,
E-40,U and Dat (feat. T. Pain & Kandi Girl),202720,3.38,TRUE,2006,63,0.858,0.484,6,-7.448,minor,0.277,0.0241,1.80E-06,0.123,0.329,99.992,hip hop, pop,,
The Pussycat Dolls,Beep,229360,3.82,FALSE,2005,57,0.938,0.735,7,-6.382,major,0.0434,0.00952,0,0.0998,0.55,103.7,pop, r&b,,
Lil Jon,Snap Yo Fingers,274386,4.57,FALSE,2006,67,0.835,0.757,8,-5.029,minor,0.23,0.00647,0,0.29,0.626,82.038,hip hop, pop,,
Armand Van Helden,My My My - Radio Edit,190000,3.17,FALSE,2006,40,0.678,0.768,7,-8.502,major,0.137,0.0195,0.00866,0.0322,0.758,127.51,pop, dance/electronic,,
The Notorious B.I.G.,"Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster",286186,4.77,TRUE,2005,68,0.833,0.628,2,-7.041,major,0.141,0.0949,1.60E-06,0.282,0.645,106.328,hip hop,,,
Yung Joc,It's Goin' Down (feat. Nitti),241840,4.03,TRUE,2006,66,0.888,0.577,1,-7.702,minor,0.0612,0.0986,0,0.131,0.609,84.003,hip hop, pop,,
Shayne Ward,No Promises,223066,3.72,FALSE,2006,1,0.5,0.498,4,-6.087,major,0.026,0.527,0,0.123,0.182,79.798,pop,,,
Justin Timberlake,My Love (feat. T.I.),276160,4.60,FALSE,2006,72,0.771,0.68,11,-5.881,minor,0.224,0.277,1.18E-05,0.682,0.808,119.952,pop,,,
Nickelback,Savin' Me,219320,3.66,FALSE,2005,65,0.441,0.815,3,-4.088,major,0.0276,0.000731,0,0.414,0.522,164.007,rock, metal,,
Nelly,Grillz,271160,4.52,FALSE,2005,60,0.867,0.504,4,-7.737,minor,0.241,0.0358,0,0.307,0.84,82.996,hip hop, pop, r&b,
Take That,Patience,202066,3.37,FALSE,2006,64,0.309,0.783,10,-4.154,major,0.0405,0.142,1.11E-06,0.118,0.372,175.788,pop,,,
Fergie,London Bridge,241306,4.02,TRUE,2006,57,0.769,0.609,1,-5.894,major,0.357,0.216,0,0.166,0.633,90.951,pop, r&b,,
Cascada,Everytime We Touch - Radio Edit,199120,3.32,FALSE,2011,0,0.64,0.977,8,-5.369,major,0.0555,0.00461,1.68E-05,0.371,0.493,142.019,hip hop, pop, dance/electronic,
D4L,Laffy Taffy,224253,3.74,TRUE,2005,63,0.891,0.439,7,-7.994,minor,0.428,0.0351,0,0.0932,0.622,77.499,hip hop, pop,,
LL Cool J,Control Myself,233973,3.90,FALSE,2006,42,0.825,0.876,10,-6.556,minor,0.211,0.00928,1.20E-05,0.205,0.48,120.066,hip hop, pop, r&b,
Beyoncé,Deja Vu (feat. Jay-Z),240280,4.00,FALSE,2007,57,0.644,0.746,7,-4.941,major,0.341,0.0071,1.22E-05,0.0743,0.355,105.253,pop, r&b,,
P!nk,Stupid Girls,197173,3.29,TRUE,2006,0,0.683,0.886,4,-5.045,minor,0.071,0.000738,0.00188,0.0524,0.566,100.04,pop,,,
Eminem,When I'm Gone,281320,4.69,TRUE,2005,68,0.618,0.746,10,-5.476,minor,0.352,0.0553,0,0.273,0.75,75.272,hip hop,,,
Kelis,Bossy,273973,4.57,FALSE,2006,50,0.906,0.633,4,-5.316,major,0.19,0.000182,8.34E-06,0.058,0.779,84.021,pop, r&b, dance/electronic,
Bob Sinclar,Love Generation - Radio Edit,207613,3.46,FALSE,2005,49,0.715,0.812,1,-5.758,major,0.062,0.175,0.000134,0.044,0.554,128.04,pop, dance/electronic,,
Meck,Thunder in My Heart Again (Radio Edit),189800,3.16,FALSE,2005,46,0.679,0.922,2,-4.67,minor,0.0294,0.000241,0.69,0.0697,0.806,129.016,pop,,,
Mary J. Blige,Be Without You - Kendu Mix,246333,4.11,TRUE,2005,69,0.726,0.7,2,-5.881,minor,0.0998,0.0717,0,0.262,0.673,146.559,pop, r&b,,
Girls Aloud,Something Kinda Ooooh,201590,3.36,FALSE,2012,49,0.681,0.908,11,-3.918,minor,0.0473,0.0232,0,0.355,0.879,131.925,pop, dance/electronic,,
Rihanna,Unfaithful,226973,3.78,FALSE,2006,70,0.588,0.391,0,-8.607,minor,0.0334,0.839,0,0.227,0.349,144.069,hip hop, pop, r&b,
Kanye West,Touch The Sky,236600,3.94,TRUE,2005,73,0.552,0.846,9,-4.912,major,0.342,0.0114,0,0.309,0.554,98.56,hip hop,,,
Dem Franchize Boyz,"Lean Wit It, Rock Wit It",229813,3.83,TRUE,2006,60,0.886,0.62,5,-5.854,major,0.307,0.082,0,0.1,0.6,76.035,hip hop, pop,,
Evanescence,Call Me When You're Sober,214706,3.58,FALSE,2006,65,0.45,0.883,7,-4.094,major,0.0524,0.00193,0,0.293,0.328,93.41,metal,,,
Chingy,Pullin' Me Back,234133,3.90,TRUE,2006,62,0.786,0.511,7,-6.66,major,0.286,0.0825,0,0.12,0.587,80,hip hop, pop, r&b,
Nickelback,Far Away,238173,3.97,FALSE,2005,70,0.518,0.797,6,-5.153,major,0.0309,0.000681,0,0.107,0.293,132.918,rock, metal,,
Fall Out Boy,"Dance, Dance",180266,3.00,FALSE,2005,74,0.622,0.961,11,-3.198,minor,0.154,0.00523,0,0.0854,0.449,114.452,rock,,,
Leona Lewis,A Moment Like This,257293,4.29,FALSE,2007,57,0.261,0.562,8,-3.667,major,0.0301,0.423,7.54E-06,0.131,0.167,70.543,pop, r&b,,
T.I.,What You Know,274333,4.57,TRUE,2006,64,0.551,0.81,11,-4.365,major,0.0344,0.0155,0,0.169,0.332,73.464,hip hop, pop,,
Ludacris,Money Maker,230613,3.84,TRUE,2006,62,0.551,0.598,1,-6.79,major,0.27,0.15,0,0.299,0.612,78.756,hip hop, pop,,
Nick Lachey,What's Left Of Me,244613,4.08,FALSE,2006,37,0.42,0.742,7,-5.665,major,0.0375,0.142,0,0.145,0.294,149.965,pop,,,
Jibbs,Chain Hang Low,207586,3.46,TRUE,2006,56,0.792,0.589,4,-6.869,minor,0.262,0.0259,0.000128,0.114,0.778,157.147,hip hop, pop,,
Arctic Monkeys,When The Sun Goes Down,202133,3.37,TRUE,2006,72,0.348,0.875,11,-4.758,minor,0.199,0.0341,0,0.117,0.407,169.152,rock,,,
Rascal Flatts,Life is a Highway,276773,4.61,FALSE,2006,0,0.561,0.936,5,-5.409,major,0.0613,0.00185,0,0.102,0.594,103.055,country,,,
Beyoncé,Check On It (feat. Slim Thug),211186,3.52,FALSE,2006,45,0.7,0.887,7,-3.887,major,0.218,0.0805,0,0.376,0.883,166.104,pop, r&b,,
Keyshia Cole,Love,255333,4.26,FALSE,2005,72,0.688,0.519,5,-4.285,major,0.0283,0.064,0,0.1,0.318,116.714,hip hop, pop, r&b,
Lily Allen,Smile,196893,3.28,TRUE,2006,68,0.632,0.639,5,-5.938,major,0.0259,0.00143,0,0.221,0.733,95.506,pop,,,
Ne-Yo,Sexy Love,220853,3.68,FALSE,2006,67,0.693,0.516,8,-6.446,major,0.0413,0.297,0.000127,0.0604,0.494,94.02,pop, r&b,,
JoJo,Too Little Too Late,223680,3.73,FALSE,2006,48,0.535,0.823,6,-5.338,minor,0.0431,0.0113,3.88E-06,0.146,0.685,83.001,hip hop, pop, r&b,
Mary J. Blige,One,260466,4.34,FALSE,2005,64,0.344,0.874,0,-3.161,major,0.0777,0.0841,0,0.129,0.269,185.888,pop, r&b,,
Bubba Sparxxx,Ms. New Booty,252653,4.21,TRUE,2005,62,0.64,0.62,1,-5.931,major,0.416,0.016,0,0.0831,0.609,129.37,hip hop, pop, country,
Amy Winehouse,You Know I'm No Good,256946,4.28,FALSE,2006,63,0.705,0.806,9,-3.607,major,0.0309,0.0132,0.00428,0.0701,0.734,103.383,r&b,,,
Rascal Flatts,What Hurts The Most,214106,3.57,FALSE,2006,69,0.537,0.674,5,-5.134,minor,0.0277,0.0088,0,0.265,0.33,136.002,country,,,
Red Hot Chili Peppers,Dani California,282160,4.70,FALSE,2006,76,0.556,0.913,0,-2.36,major,0.0437,0.0193,8.59E-06,0.346,0.73,96.184,rock,,,
Scissor Sisters,I Don't Feel Like Dancin',288360,4.81,FALSE,2006,63,0.707,0.923,7,-3.409,major,0.0276,0.0195,0,0.342,0.845,108.023,pop, rock, dance/electronic,
Ne-Yo,So Sick,207186,3.45,FALSE,2006,75,0.452,0.574,6,-8.336,major,0.31,0.246,0,0.189,0.58,92.791,pop, r&b,,
Hinder,Lips Of An Angel,261053,4.35,FALSE,2019,35,0.474,0.744,2,-5.386,major,0.0341,0.0208,1.22E-06,0.209,0.238,129.005,pop, rock, metal,
The Raconteurs,"Steady, As She Goes",215266,3.59,FALSE,2006,56,0.525,0.578,9,-4.563,major,0.12,0.0132,0.00916,0.108,0.537,123.696,rock,,,
The Fratellis,Chelsea Dagger,215306,3.59,FALSE,2006,68,0.511,0.815,7,-3.14,major,0.144,0.0491,0,0.0826,0.586,154.514,rock,,,
Fort Minor,Where'd You Go (feat. Holly Brook & Jonah Matranga),231866,3.86,TRUE,2005,42,0.684,0.819,1,-3.309,minor,0.238,0.262,0.00197,0.113,0.25,179.999,hip hop, pop, rock,
The Pussycat Dolls,Stickwitu,207506,3.46,FALSE,2005,67,0.548,0.554,9,-6.408,major,0.0587,0.283,0,0.0708,0.382,79.918,pop, r&b,,
Panic! At The Disco,I Write Sins Not Tragedies,185586,3.09,FALSE,2005,70,0.566,0.815,9,-4.481,minor,0.14,0.0737,0,0.12,0.672,169.961,rock,,,
James Blunt,Goodbye My Lover,258653,4.31,FALSE,2005,67,0.432,0.261,4,-12.591,major,0.0512,0.953,0.00342,0.0903,0.273,89.567,pop,,,
Christina Aguilera,Ain't No Other Man,228906,3.82,FALSE,2006,63,0.862,0.742,7,-4.722,major,0.222,0.00376,0.00855,0.103,0.511,127.91,pop,,,
Westlife,The Rose,219106,3.65,FALSE,2006,0,0.272,0.203,9,-9.706,major,0.0294,0.784,0,0.0805,0.172,109.581,pop,,,
