artist,song,duration_ms,duration_min,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,primary_genre,secondary_genre,tertiary_genre,
Nelly Furtado,Turn Off The Light,276106,4.60,FALSE,2000,1,0.587,0.679,2,-6.26,major,0.0927,0.0839,0.000316,0.413,0.65,180.184,hip hop, pop, latin,
The Supermen Lovers,Starlight - Radio Edit,234400,3.91,FALSE,2001,61,0.739,0.679,0,-5.079,major,0.0373,0.000424,0.0187,0.389,0.786,127.487,dance/electronic,,,
Mis-Teeq,All I Want - Sunship Radio Edit,207400,3.46,FALSE,2004,46,0.795,0.919,9,-3.07,minor,0.0835,0.37,0.00863,0.189,0.96,134.079,pop, dance/electronic,,
Jagged Edge,Promise,246720,4.11,FALSE,2000,56,0.751,0.568,5,-5.431,minor,0.0872,0.136,0,0.0288,0.646,128.002,hip hop, pop, r&b,
S Club 7,Have You Ever,201533,3.36,FALSE,2001,60,0.585,0.702,0,-5.734,major,0.0325,0.538,0,0.216,0.51,139.909,pop,,,
Enya,Only Time,218546,3.64,FALSE,2000,69,0.418,0.249,3,-13.744,major,0.0301,0.841,0.661,0.112,0.213,82.803,world/traditional, folk/acoustic,,
Faith Hill,There You'll Be,222120,3.70,FALSE,2001,60,0.321,0.511,8,-7.77,major,0.0306,0.513,0,0.127,0.17,128.98,pop, country,,
Ronan Keating,Lovin' Each Day,212973,3.55,FALSE,2000,58,0.541,0.899,1,-6.261,major,0.0633,0.0178,2.95E-06,0.286,0.829,106.676,pop, rock,,
Destiny's Child,Bootylicious,207906,3.47,FALSE,2001,64,0.84,0.835,1,-4.386,minor,0.275,0.00281,1.11E-06,0.152,0.637,103.376,pop, r&b,,
Steps,It's the Way You Make Me Feel,197360,3.29,FALSE,2000,53,0.573,0.665,8,-5.081,major,0.0239,0.108,2.09E-06,0.095,0.347,105.006,pop, dance/electronic,,
Sunshine Anderson,Heard It All Before,295826,4.93,FALSE,2001,56,0.697,0.925,3,-4.209,minor,0.216,0.0614,0,0.095,0.678,96.951,pop, r&b,,
Lenny Kravitz,Again,231666,3.86,FALSE,2000,68,0.55,0.804,2,-5.218,major,0.0271,0.0148,4.33E-05,0.105,0.789,79.166,rock, pop,,
Daniel Bedingfield,Gotta Get Thru This - D'N'D Radio Edit,162333,2.71,FALSE,2002,46,0.836,0.762,7,-5.044,minor,0.0598,0.0826,5.48E-05,0.102,0.941,133.592,pop,,,
DB Boulevard,Point Of View - Radio Edit,231166,3.85,FALSE,2018,0,0.676,0.715,6,-6.854,major,0.0287,0.00284,0.0746,0.0685,0.275,129.006,dance/electronic,,,
Janet Jackson,All For You,329933,5.50,FALSE,2001,65,0.753,0.934,2,-3.011,major,0.0736,0.0174,0.065,0.128,0.73,113.525,pop, r&b,,
Atomic Kitten,Whole Again,185013,3.08,FALSE,2001,66,0.747,0.706,4,-4.653,major,0.0413,0.0844,0.00355,0.174,0.567,94.019,pop,,,
Ja Rule,Livin' It Up,257066,4.28,FALSE,2001,64,0.874,0.768,6,-4.086,major,0.311,0.0554,0,0.041,0.636,106.095,hip hop, pop, r&b,
Destiny's Child,"Independent Women, Pt. 1",221133,3.69,FALSE,2001,65,0.73,0.602,6,-3.782,minor,0.206,0.362,3.69E-06,0.169,0.927,97.954,pop, r&b,,
DJ Pied Piper & The Masters Of Ceremonies,Do You Really Like It? - Radio Edit,217120,3.62,FALSE,2001,54,0.847,0.877,2,-5.424,major,0.0493,0.124,0,0.148,0.764,131.044,dance/electronic,,,
Jennifer Lopez,I'm Real (feat. Ja Rule) - Murder Remix,262133,4.37,TRUE,2001,66,0.708,0.587,11,-7.93,minor,0.151,0.273,0,0.0718,0.554,83.46,hip hop, pop, r&b,
Musiq Soulchild,Love,304666,5.08,FALSE,2000,0,0.569,0.385,1,-9.919,minor,0.0499,0.342,0,0.0876,0.339,99.738,pop, r&b,,
So Solid Crew,21 Seconds,302826,5.05,TRUE,2001,51,0.607,0.637,1,-11.072,major,0.241,0.0191,0,0.124,0.818,137.03,dance/electronic,,,
Robbie Williams,Eternity,302760,5.05,FALSE,2001,48,0.469,0.316,10,-8.106,major,0.0265,0.504,6.04E-06,0.0919,0.199,77.967,pop, rock,,
Basement Jaxx,Romeo,217493,3.62,FALSE,2001,0,0.713,0.829,2,-4.171,major,0.0491,0.00769,0.00203,0.139,0.844,126.853,pop, dance/electronic,,
Ludacris,Southern Hospitality (Featuring Pharrell),300933,5.02,TRUE,2000,54,0.623,0.896,0,-4.719,major,0.247,0.035,0,0.0941,0.613,95.158,hip hop, pop,,
Gabrielle,Rise,219093,3.65,FALSE,2001,60,0.558,0.481,8,-9.487,major,0.026,0.315,8.83E-06,0.09,0.631,144.673,pop, r&b,,
Nelly,Ride Wit Me,291781,4.86,TRUE,2000,75,0.85,0.7,7,-6.49,major,0.0478,0.0616,1.80E-06,0.244,0.722,101.875,hip hop, pop, r&b,
Trick Daddy,I'm a Thug,254400,4.24,TRUE,2001,59,0.933,0.561,11,-5.961,major,0.122,0.0275,0,0.102,0.586,139.976,hip hop, pop,,
Travis,Sing,228800,3.81,FALSE,2001,68,0.33,0.905,4,-5.047,major,0.0497,0.000233,8.14E-06,0.0712,0.259,163.142,rock, pop,,
JAY-Z,Izzo (H.O.V.A.),240626,4.01,TRUE,2001,63,0.618,0.844,1,-4.051,minor,0.342,0.0178,0.000126,0.0634,0.697,84.411,hip hop,,,
Gabrielle,Out Of Reach,196986,3.28,FALSE,2001,69,0.51,0.48,11,-6.567,major,0.0452,0.503,0,0.106,0.496,182.862,pop, r&b,,
OPM,Heaven Is a Halfpipe (If I Die),257426,4.29,TRUE,2000,56,0.743,0.894,8,-6.886,major,0.0349,0.0755,0.00283,0.367,0.77,95.9,rock,,,
K-Ci & JoJo,Crazy,262773,4.38,FALSE,2019,30,0.68,0.644,0,-4.507,major,0.0258,0.084,0,0.549,0.484,116.097,pop, r&b,,
Staind,It's Been Awhile,264706,4.41,TRUE,2001,64,0.509,0.774,6,-4.054,major,0.0338,0.00189,0.000549,0.143,0.0824,116.529,rock, metal,,
3LW,No More (Baby I'ma Do Right),263440,4.39,FALSE,2000,56,0.721,0.723,2,-7.08,minor,0.0631,0.102,4.40E-06,0.0651,0.761,88.933,pop, r&b,,
Ginuwine,Differences,265533,4.43,FALSE,2001,65,0.562,0.594,3,-4.578,minor,0.0558,0.318,0,0.311,0.423,62.876,hip hop, pop, r&b,
*NSYNC,Gone,292000,4.87,FALSE,2001,45,0.699,0.403,11,-8.564,minor,0.0614,0.421,0,0.126,0.5,113.922,pop,,,
Lifehouse,Hanging By A Moment,216360,3.61,FALSE,2000,61,0.537,0.858,1,-4.903,major,0.0349,0.000966,0,0.0812,0.502,124.599,pop, rock, metal,
Nelly,Dilemma,289160,4.82,TRUE,2002,77,0.727,0.552,2,-8.074,minor,0.14,0.227,0.000164,0.198,0.607,168.189,hip hop, pop, r&b,
Eminem,Without Me,290320,4.84,TRUE,2002,87,0.908,0.669,7,-2.827,major,0.0738,0.00286,0,0.237,0.662,112.238,hip hop,,,
Avril Lavigne,Complicated,244506,4.08,FALSE,2002,78,0.585,0.776,5,-5.898,major,0.0459,0.0572,7.74E-06,0.3,0.427,77.987,pop,,,
Vanessa Carlton,A Thousand Miles,237493,3.96,FALSE,2002,75,0.56,0.825,11,-3.862,major,0.0379,0.323,0,0.161,0.268,94.931,folk/acoustic, pop,,
The Calling,Wherever You Will Go,208600,3.48,FALSE,2001,72,0.558,0.719,2,-5.113,major,0.0267,0.0367,0,0.115,0.371,112.027,pop,,,
Shakira,Underneath Your Clothes,224066,3.73,FALSE,2001,64,0.616,0.597,8,-5.328,major,0.0415,0.691,0,0.104,0.362,165.508,pop, latin,,
No Doubt,Underneath It All,302720,5.05,FALSE,2001,27,0.729,0.731,4,-4.822,major,0.0684,0.232,1.57E-06,0.391,0.839,138.202,rock, pop,,
Truth Hurts,Addictive,226440,3.77,TRUE,2002,58,0.701,0.677,11,-6.591,minor,0.147,0.0737,0.000162,0.187,0.367,99.271,pop, r&b,,
Busta Rhymes,I Know What You Want (feat. Flipmode Squad),324306,5.41,TRUE,2002,68,0.648,0.759,6,-4.315,major,0.306,0.0142,0,0.648,0.518,85.996,hip hop, pop,,
Eminem,'Till I Collapse,297786,4.96,TRUE,2002,85,0.548,0.847,1,-3.237,major,0.186,0.0622,0,0.0816,0.1,171.447,hip hop,,,
Diddy,"I Need a Girl (Pt. 2) [feat. Loon, Ginuwine & Mario Winans]",285586,4.76,FALSE,2004,69,0.713,0.471,1,-7.392,minor,0.483,0.421,0,0.0308,0.779,199.764,hip hop, pop,,
Christina Milian,When You Look At Me - Radio Edit,222546,3.71,FALSE,2001,60,0.955,0.839,3,-3.399,minor,0.127,0.0934,0.000175,0.099,0.825,108.955,hip hop, pop, r&b,
Madonna,Die Another Day,276360,4.61,FALSE,2003,53,0.792,0.797,0,-5.166,minor,0.0901,0.062,0.00325,0.0896,0.491,123.993,pop,,,
Jennifer Lopez,I'm Gonna Be Alright (feat. Nas),172240,2.87,FALSE,2002,53,0.718,0.69,10,-4.382,minor,0.265,0.106,0,0.271,0.774,93.401,hip hop, pop, r&b,
Angie Martinez,If I Could Go! (feat. Lil' Mo & Sacario),244466,4.07,FALSE,2019,40,0.583,0.643,9,-7.486,minor,0.355,0.171,0,0.0395,0.7,195.685,pop,,,
Linkin Park,In the End,216880,3.61,FALSE,2000,83,0.556,0.864,3,-5.87,minor,0.0584,0.00958,0,0.209,0.4,105.143,rock, metal,,
Las Ketchup,The Ketchup Song (Aserejé) - Spanglish Version,213973,3.57,FALSE,2002,66,0.607,0.923,1,-6.777,major,0.0948,0.0193,1.10E-06,0.0924,0.868,184.819,pop,,,
Aaliyah,Rock The Boat,275026,4.58,FALSE,2019,0,0.641,0.72,5,-5.209,major,0.0336,0.0688,0.00286,0.193,0.418,92.988,hip hop, pop, r&b,
Holly Valance,Kiss Kiss,204400,3.41,FALSE,2002,54,0.705,0.717,4,-4.944,minor,0.125,0.00369,0.461,0.0701,0.554,97.036,pop, dance/electronic,,
Sugababes,Round Round,236426,3.94,FALSE,2002,59,0.74,0.845,6,-3.802,minor,0.0338,0.00287,6.23E-06,0.115,0.749,126.607,pop, r&b,,
Marilyn Manson,Tainted Love,200426,3.34,FALSE,2003,60,0.622,0.876,8,-7.779,major,0.0728,0.00107,1.83E-06,0.292,0.537,142.017,rock, metal,,
Brandy,What About Us?,253200,4.22,FALSE,2002,43,0.686,0.698,5,-2.942,minor,0.223,0.263,0,0.39,0.748,93.118,hip hop, pop, r&b,
Chad Kroeger,Hero (feat. Josey Scott),200480,3.34,FALSE,2003,66,0.427,0.843,4,-4.54,major,0.0364,0.00216,0,0.179,0.304,147.387,metal,,,
Britney Spears,Overprotected - Radio Edit,198600,3.31,FALSE,2001,61,0.682,0.894,0,-1.73,minor,0.0727,0.0381,0,0.416,0.845,95.992,pop,,,
Scooter,The Logical Song,234116,3.90,FALSE,2013,46,0.527,0.933,6,-6.277,minor,0.0382,0.00112,0.0362,0.425,0.493,144.043,pop, dance/electronic,,
Missy Elliott,4 My People (feat. Eve),289373,4.82,TRUE,2001,49,0.969,0.701,1,-7.503,major,0.156,0.14,0.00161,0.201,0.905,121.392,hip hop, pop, r&b,
Aaliyah,More Than A Woman,230346,3.84,FALSE,2002,42,0.646,0.638,11,-5.803,major,0.0787,0.0556,0.0014,0.182,0.74,86.994,hip hop, pop, r&b,
Brandy,Full Moon,248933,4.15,FALSE,2002,52,0.611,0.654,10,-4.823,minor,0.139,0.372,0.00432,0.0926,0.609,105.922,hip hop, pop, r&b,
Blue,One Love,207186,3.45,FALSE,2002,60,0.683,0.722,8,-4.039,minor,0.0358,0.0243,4.20E-05,0.35,0.854,95.012,pop,,,
Busta Rhymes,Pass The Courvoisier Part II (feat. P. Diddy & Pharrell) - Remix,238600,3.98,TRUE,2001,55,0.697,0.793,6,-4.699,minor,0.323,0.0844,0,0.0619,0.56,89.767,hip hop, pop,,
Céline Dion,A New Day Has Come - Radio Remix,259773,4.33,FALSE,2001,59,0.574,0.691,6,-5.103,major,0.035,0.0826,1.65E-05,0.149,0.195,91.969,pop,,,
Scooter,Nessaja,208449,3.47,FALSE,2013,47,0.486,0.904,2,-6.642,major,0.0364,0.000748,0.0984,0.187,0.118,143.048,pop, dance/electronic,,
Eve,Gangsta Lovin',239266,3.99,TRUE,2002,58,0.723,0.84,1,-3.523,minor,0.0608,0.0619,0,0.0945,0.827,94.332,hip hop, pop, r&b,
Disturbing Tha Peace,Move Bitch,272293,4.54,TRUE,2002,59,0.777,0.751,1,-5.692,major,0.133,0.245,0,0.1,0.191,177.894,hip hop, pop,,
Khia,"My Neck, My Back (Lick It)",222560,3.71,TRUE,2015,59,0.859,0.625,9,-4.234,minor,0.13,0.0296,0,0.0537,0.71,102.072,pop, r&b,,
Tweet,Oops (Oh My) [feat. Missy Elliott],237800,3.96,TRUE,2002,64,0.66,0.536,10,-8.786,minor,0.29,0.233,0.00669,0.111,0.775,159.963,hip hop, pop, r&b,
Kylie Minogue,Spinning Around,207866,3.46,FALSE,2000,55,0.761,0.662,6,-7.645,minor,0.0548,0.292,6.19E-05,0.0956,0.631,120.043,pop, dance/electronic,,
Nelly,Hot In Herre,228240,3.80,TRUE,2002,75,0.956,0.745,11,-4.753,minor,0.12,0.206,0,0.0615,0.912,107.075,hip hop, pop, r&b,
Gareth Gates,Anyone of Us (Stupid Mistake),227866,3.80,FALSE,2003,53,0.7,0.72,1,-6.061,major,0.0261,0.285,0,0.0845,0.654,106.986,pop,,,
Christina Aguilera,Dirrty (feat. Redman),298853,4.98,FALSE,2002,68,0.64,0.889,2,-3.073,major,0.322,0.107,0,0.339,0.436,99.931,pop,,,
B2K,Uh Huh,223293,3.72,FALSE,2002,49,0.855,0.681,2,-4.955,major,0.0688,0.0881,3.70E-06,0.0592,0.908,99.699,hip hop, pop, r&b,
Sugababes,Freak Like Me,195866,3.26,FALSE,2002,45,0.517,0.919,5,-3.451,major,0.0925,0.0996,1.81E-06,0.557,0.387,91.868,pop, r&b,,
Dirty Vegas,Days Go By,432146,7.20,FALSE,2002,48,0.786,0.853,9,-8.274,minor,0.0688,0.0499,0.0872,0.35,0.309,126.99,dance/electronic,,,
Fat Joe,What's Luv? (feat. Ja-Rule & Ashanti),267093,4.45,TRUE,2001,73,0.835,0.707,8,-5.074,major,0.0598,0.0219,2.19E-05,0.108,0.919,93.955,hip hop, pop,,
Liberty X,Just A Little,237359,3.96,FALSE,2019,43,0.786,0.614,5,-6.554,minor,0.0574,0.00616,0,0.049,0.742,103.887,pop,,,
No Doubt,Hella Good,242586,4.04,FALSE,2001,26,0.771,0.665,8,-3.954,major,0.035,0.0135,0.0123,0.0903,0.844,115.142,rock, pop,,
LL Cool J,Luv U Better,287000,4.78,FALSE,2002,2,0.668,0.806,6,-3.9,major,0.239,0.232,0,0.18,0.721,95.022,hip hop, pop, r&b,
Red Hot Chili Peppers,Can't Stop,269000,4.48,FALSE,2002,80,0.618,0.938,9,-3.442,major,0.0456,0.0179,0,0.167,0.875,91.455,rock,,,
Musiq Soulchild,Halfcrazy,254493,4.24,FALSE,2002,58,0.412,0.77,11,-6.057,minor,0.18,0.462,1.50E-06,0.0485,0.418,101.955,pop, r&b,,
Sean Paul,Gimme the Light,228000,3.80,TRUE,2002,59,0.778,0.761,2,-5.529,major,0.0525,0.141,4.61E-05,0.0441,0.923,107.288,hip hop, pop,,
Faith Evans,I Love You,267160,4.45,FALSE,2001,53,0.489,0.757,11,-4.062,minor,0.0926,0.00981,0,0.234,0.567,168.004,hip hop, pop, r&b,
Charli Baltimore,Down 4 U,318213,5.30,TRUE,2002,47,0.64,0.59,7,-7.442,major,0.32,0.252,0,0.665,0.519,83.133,pop,,,
Kylie Minogue,Love at First Sight,238266,3.97,FALSE,2001,55,0.603,0.774,3,-6.066,minor,0.0428,0.0288,0.051,0.0533,0.48,124.994,pop, dance/electronic,,
N.O.R.E.,Nothin',264653,4.41,TRUE,2002,58,0.791,0.863,3,-6.118,minor,0.151,0.317,1.13E-06,0.27,0.742,97.035,hip hop, pop,,
Gareth Gates,Unchained Melody,233666,3.89,FALSE,2003,35,0.368,0.426,10,-8.049,major,0.0277,0.255,5.39E-06,0.108,0.208,106.52,pop,,,
Diddy,I Need a Girl (Pt. 1) [feat. Usher & Loon],268800,4.48,FALSE,2005,63,0.66,0.707,6,-5.758,major,0.208,0.397,0,0.211,0.761,89.279,hip hop, pop,,
Big Brovaz,Nu Flow,201480,3.36,FALSE,2001,45,0.783,0.726,7,-8.718,major,0.106,0.0903,2.53E-06,0.363,0.784,148.062,pop,,,
No Doubt,Hey Baby,207040,3.45,FALSE,2001,24,0.705,0.872,11,-3.557,minor,0.125,0.0602,0,0.228,0.746,93.63,rock, pop,,
Ashanti,Baby,265706,4.43,TRUE,2002,55,0.567,0.58,4,-5.757,minor,0.223,0.0084,5.37E-06,0.0342,0.46,157.596,hip hop, pop, r&b,
Sophie Ellis-Bextor,Murder On The Dancefloor,230013,3.83,FALSE,2002,62,0.734,0.848,1,-5.285,minor,0.0309,0.00312,1.16E-05,0.313,0.863,117.31,pop, dance/electronic,,
Justin Timberlake,Like I Love You,283626,4.73,FALSE,2002,62,0.853,0.811,6,-4.927,minor,0.0646,0.0439,0.000307,0.0703,0.9,114.964,pop,,,
Mary J. Blige,Rainy Dayz,276373,4.61,FALSE,2001,32,0.412,0.667,6,-6.997,major,0.229,0.195,0,0.305,0.533,68.942,pop, r&b,,
A1,Caught in the Middle,206466,3.44,FALSE,2001,53,0.519,0.874,5,-5.122,major,0.034,0.0524,0,0.243,0.572,96.072,pop,,,
Eminem,Cleanin' Out My Closet,297840,4.96,TRUE,2002,71,0.908,0.758,9,-4.753,minor,0.174,0.0687,0,0.0783,0.87,148.015,hip hop,,,
Ashanti,Happy,262226,4.37,TRUE,2002,61,0.727,0.515,2,-6.553,minor,0.0289,0.241,3.74E-06,0.124,0.695,89.488,hip hop, pop, r&b,
Delta Goodrem,Born to Try,251280,4.19,FALSE,2003,54,0.542,0.589,8,-6.813,major,0.0284,0.246,0,0.188,0.336,133.838,pop,,,
P!nk,Get the Party Started,192533,3.21,FALSE,2001,68,0.802,0.903,11,-3.267,minor,0.046,0.0011,0,0.173,0.96,128.93,pop,,,
Alicia Keys,A Woman's Worth,303333,5.06,FALSE,2001,52,0.652,0.41,4,-8.323,minor,0.158,0.333,0,0.064,0.495,75.09,pop, r&b,,
Daniel Bedingfield,Gotta Get Thru This - D'N'D Radio Edit,161240,2.69,FALSE,2002,56,0.838,0.764,7,-5.076,minor,0.0586,0.0862,0.000122,0.0906,0.924,133.592,pop,,,
Coldplay,Clocks,307879,5.13,FALSE,2002,79,0.577,0.749,5,-7.215,minor,0.0279,0.599,0.0115,0.183,0.255,130.97,rock, pop,,
Missy Elliott,Work It,263226,4.39,TRUE,2002,70,0.884,0.677,1,-5.603,major,0.283,0.0778,0,0.0732,0.584,101.868,hip hop, pop, r&b,
Ronan Keating,If Tomorrow Never Comes,214306,3.57,FALSE,2002,60,0.555,0.496,10,-6.136,major,0.028,0.333,0,0.0956,0.27,79.01,pop, rock,,
Big Tymers,Still Fly,335613,5.59,TRUE,2002,64,0.675,0.607,11,-3.538,major,0.162,0.0302,8.97E-06,0.339,0.56,177.928,hip hop, pop,,
Creed,My Sacrifice,294600,4.91,FALSE,2001,69,0.32,0.88,2,-6.035,major,0.0504,0.000101,4.31E-06,0.076,0.257,146.349,pop, rock, metal,
Ja Rule,Always On Time,245133,4.09,TRUE,2001,73,0.839,0.706,5,-6.104,minor,0.199,0.208,0,0.242,0.839,96.673,hip hop, pop, r&b,
Ashanti,Foolish,227386,3.79,TRUE,2002,70,0.665,0.695,0,-5.763,major,0.0532,0.347,0,0.106,0.707,90.119,hip hop, pop, r&b,
Avril Lavigne,Sk8er Boi,204000,3.40,FALSE,2002,75,0.487,0.9,0,-4.417,major,0.0482,6.79E-05,0,0.358,0.484,149.937,pop,,,
DJ Sammy,Heaven,233600,3.89,FALSE,2002,63,0.571,0.953,8,-5.601,major,0.0548,0.0011,0.000606,0.226,0.601,137.965,pop,,,
Britney Spears,"I'm Not a Girl, Not Yet a Woman",231066,3.85,FALSE,2001,58,0.534,0.543,3,-6.857,major,0.0245,0.579,0,0.112,0.418,78.996,pop,,,
Cam’ron,Oh Boy,204706,3.41,TRUE,2002,67,0.754,0.767,6,-5.586,major,0.145,0.0216,0,0.172,0.828,83.014,hip hop, pop,,
Red Hot Chili Peppers,By the Way,216933,3.62,FALSE,2002,73,0.451,0.97,0,-4.938,major,0.107,0.0264,0.00355,0.102,0.198,122.444,rock,,,
Elvis Presley,A Little Less Conversation - JXL Radio Edit Remix,211506,3.53,FALSE,2002,60,0.597,0.97,4,-5.972,minor,0.0502,0.000385,0.205,0.133,0.717,114.999,rock, easy listening,,
Atomic Kitten,The Tide Is High - Radio Mix,206093,3.43,FALSE,2002,65,0.783,0.649,7,-4.127,major,0.0322,0.0209,0.00482,0.067,0.665,103.997,pop,,,
*NSYNC,Girlfriend,253600,4.23,FALSE,2001,50,0.745,0.807,0,-5.191,minor,0.0884,0.0887,1.49E-05,0.0283,0.858,93.967,pop,,,
Robbie Williams,Somethin' Stupid,170493,2.84,FALSE,2001,64,0.654,0.515,0,-12.185,major,0.0261,0.429,5.62E-06,0.174,0.677,106.191,pop, rock,,
Alanis Morissette,Hands Clean,269400,4.49,FALSE,2002,57,0.513,0.82,7,-5.428,major,0.0299,0.00192,2.83E-06,0.504,0.52,99.952,pop, folk/acoustic,,
Usher,U Don't Have to Call,269400,4.49,TRUE,2001,59,0.793,0.568,1,-4.958,major,0.0459,0.0478,3.57E-05,0.0304,0.806,100.005,hip hop, pop, r&b,
Creed,One Last Breath - Radio Version,242000,4.03,FALSE,2015,47,0.38,0.725,2,-6.094,major,0.0365,0.00571,0.00015,0.3,0.202,130.581,pop, rock, metal,
The Goo Goo Dolls,Here Is Gone,238173,3.97,FALSE,2002,56,0.338,0.685,1,-5.178,major,0.0322,0.00052,0.000512,0.109,0.221,102.192,pop, rock,,
Puddle Of Mudd,She Hates Me,216760,3.61,TRUE,2001,70,0.58,0.748,4,-5.433,major,0.0323,0.00935,0,0.753,0.584,109.781,rock, metal,,
Ludacris,Rollout (My Business),296586,4.94,TRUE,2001,60,0.921,0.668,7,-8.73,major,0.235,0.0949,0,0.592,0.892,131.059,hip hop, pop,,
Blazin' Squad,Crossroads - Radio Edit,188693,3.14,FALSE,2012,40,0.661,0.746,4,-5.153,major,0.042,0.109,0,0.325,0.502,144.188,pop,,,
Default,Wasting My Time,268693,4.48,FALSE,2001,40,0.443,0.769,2,-5.529,major,0.0312,0.00138,0,0.0677,0.17,147.973,rock, pop, metal,
Michelle Branch,All You Wanted,217680,3.63,FALSE,2001,60,0.499,0.72,8,-9.101,major,0.0286,0.00466,0.00303,0.122,0.652,96.103,pop, folk/acoustic,,
Daniel Bedingfield,If You're Not The One,257026,4.28,FALSE,2002,58,0.688,0.538,10,-7.608,major,0.0292,0.504,0,0.111,0.27,119.998,pop,,,
Enrique Iglesias,Escape,208626,3.48,FALSE,2001,56,0.776,0.844,11,-5.305,major,0.0297,0.0277,0.000244,0.135,0.868,125.972,pop, latin,,
Puddle Of Mudd,Blurry,303920,5.07,FALSE,2001,64,0.432,0.936,3,-4.537,minor,0.0562,0.00691,0,0.14,0.499,157.469,rock, metal,,
Coldplay,In My Place,226680,3.78,FALSE,2002,72,0.424,0.588,9,-5.455,major,0.0278,0.0553,4.95E-06,0.298,0.193,144.636,rock, pop,,
Outkast,The Whole World (feat. Killer Mike),295346,4.92,TRUE,2001,51,0.814,0.852,2,-6.176,major,0.401,0.0958,1.32E-06,0.0288,0.717,184.682,hip hop, pop,,
P!nk,Don't Let Me Get Me - Radio Edit,210693,3.51,FALSE,2001,60,0.624,0.85,0,-4.754,minor,0.0756,0.00234,0,0.0621,0.615,98.525,pop,,,
50 Cent,In Da Club,193466,3.22,TRUE,2003,81,0.899,0.713,6,-2.752,minor,0.366,0.255,0,0.0708,0.777,90.051,hip hop, pop,,
Sean Paul,Get Busy,211666,3.53,FALSE,2002,74,0.735,0.824,10,-4.143,minor,0.036,0.615,0,0.158,0.726,100.202,hip hop, pop,,
Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack",322226,5.37,TRUE,2004,77,0.686,0.735,2,-4.616,major,0.264,0.00921,0.00066,0.342,0.0596,171.355,hip hop,,,
Beyoncé,Crazy In Love (feat. Jay-Z),236133,3.94,FALSE,2003,76,0.646,0.77,2,-6.596,minor,0.226,0.00249,0,0.0715,0.681,99.165,pop, r&b,,
Counting Crows,Big Yellow Taxi,225426,3.76,FALSE,2003,50,0.669,0.873,8,-4.315,major,0.0494,0.00204,0,0.137,0.827,88.029,rock, pop,,
Black Eyed Peas,Where Is The Love?,272533,4.54,FALSE,2003,68,0.835,0.687,5,-3.18,major,0.184,0.101,0,0.132,0.828,94.059,hip hop, pop,,
Jennifer Lopez,Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,187840,3.13,FALSE,2002,70,0.845,0.768,6,-5.448,major,0.188,0.00733,5.04E-06,0.0575,0.96,100,hip hop, pop, r&b,
Black Eyed Peas,Shut Up,296186,4.94,FALSE,2003,56,0.81,0.714,2,-3.966,major,0.243,0.0637,0,0.237,0.561,112.968,hip hop, pop,,
Benny Benassi,Satisfaction (Isak Original Extended) - Benny Benassi Presents The Biz,285570,4.76,FALSE,2003,66,0.793,0.698,11,-3.626,major,0.104,0.163,0.145,0.0745,0.339,130.017,pop, dance/electronic,,
Busta Rhymes,I Know What You Want (feat. Flipmode Squad),324306,5.41,TRUE,2002,68,0.648,0.759,6,-4.315,major,0.306,0.0142,0,0.648,0.518,85.996,hip hop, pop,,
Panjabi MC,Mundian to Bach Ke,244666,4.08,FALSE,2003,61,0.778,0.879,8,-4.951,minor,0.0371,0.399,0.792,0.15,0.942,98.077,world/traditional, hip hop,,
Mis-Teeq,Scandalous - U.S. Radio Edit,238840,3.98,FALSE,2004,59,0.734,0.668,0,-3.935,minor,0.0349,0.0526,0,0.0925,0.651,99.971,pop, dance/electronic,,
JAY-Z,03' Bonnie & Clyde,205560,3.43,TRUE,2002,71,0.759,0.678,9,-5.148,minor,0.314,0.23,0,0.15,0.327,89.64,hip hop,,,
50 Cent,P.I.M.P.,249480,4.16,TRUE,2003,76,0.712,0.772,10,-3.024,minor,0.346,0.0521,4.35E-06,0.0368,0.848,84.722,hip hop, pop,,
Jamelia,Superstar,215480,3.59,FALSE,2003,69,0.801,0.645,1,-6.93,major,0.0356,0.0457,0,0.0357,0.824,110.01,pop,,,
Linkin Park,Faint,162600,2.71,FALSE,2003,72,0.554,0.978,4,-3.554,major,0.131,0.111,0,0.0731,0.594,135.095,rock, metal,,
DMX,X Gon' Give It To Ya,217586,3.63,TRUE,2007,70,0.761,0.899,10,-3.09,minor,0.183,0.0135,0,0.0719,0.673,95.027,hip hop, pop,,
Evanescence,Bring Me To Life,235893,3.93,FALSE,2003,79,0.331,0.943,4,-3.188,minor,0.0698,0.00721,2.06E-06,0.242,0.296,94.612,metal,,,
Sugababes,Hole In The Head,218173,3.64,FALSE,2003,57,0.785,0.933,6,-4.629,minor,0.0309,0.0303,0,0.137,0.962,125.011,pop, r&b,,
Craig David,Rise & Fall (feat. Sting),287226,4.79,FALSE,2002,59,0.405,0.589,6,-7.51,minor,0.0586,0.252,0,0.661,0.808,83.373,hip hop, pop, r&b,
Three Days Grace,I Hate Everything About You,231480,3.86,FALSE,2003,72,0.498,0.83,6,-5.157,minor,0.0421,0.00461,0,0.139,0.453,89.342,rock, metal,,
